"year" "AL" "AK" "AZ" "AR" "CA" "CO" "CT" "FL" "GA" "HI" "ID" "IL" "IN" "IA" "KS" "KY" "ME" "MD" "MA" "MI" "MN" "MO" "MT" "NE" "NV" "NH" "NM" "NY" "NC" "ND" "OH" "OK" "OR" "PA" "RI" "SC" "SD" "TN" "TX" "UT" "VT" "VA" "WA" "WV" "WI" "WY"
1991 11.6286441490962 9.1433455031519 11.1604132733147 10.5191055305868 12.342105905872 9.83761480838542 8.41670965283791 7.91753635394363 10.6957105412868 6.60800062529609 11.4215335985398 7.24636808010246 8.33423142973486 9.14889040965996 4.70048036579242 10.5498837384066 10.5925514076584 9.59464993801156 9.36177307573639 9.81356284500814 9.28942877829515 9.36580447460025 11.7354208062417 9.29670153762423 10.1138295120131 9.71377877730816 7.81359155295243 12.5552072322949 11.019481239035 9.81645799356303 7.38336814699238 9.9064332098247 12.9687412245487 9.90553545415343 4.64439089914137 10.3880718650969 10.5953839511944 11.639293763785 10.052596975124 8.78615105486974 9.30437701390256 9.32998833424208 13.7454925183148 9.31632069551342 10.1759544591814 8.94637482614172
1992 11.5722221466408 9.15852062324639 11.1341801815614 10.4610440787897 12.2480347898326 9.64885333413055 8.38526052015541 7.79852305362521 10.8363207010296 6.44888939414686 11.1391770234136 7.27309259599952 8.66853994391076 9.24367843158669 4.61512051684126 10.5703164247782 10.5003165454225 9.8453816311291 9.25473995927287 9.82184356349562 9.30455904721516 9.6368491670127 11.3567043098542 9.31668040774751 9.92993472255098 9.5758858560831 7.87777633327726 12.5781946666819 10.9963667718564 9.77394818118114 7.87016594646984 10.4200765361912 12.7008694920616 10.190844572164 4.63472898822964 10.4410622095947 10.5282220504099 11.5476553401579 10.2140557287746 8.7371316117815 9.16219999664825 9.33016576504453 13.4682398269008 9.48379673716398 10.1200897558069 8.79087775422416
1993 11.4417945953074 9.50546964506301 11.1424413257573 10.7469064709744 12.9418889136832 9.8888306631925 8.36053938137086 7.68386398025643 10.7351785425441 6.36302810354046 11.5144942338087 7.20191631753163 8.43879912398823 8.94936514235297 3.93182563272433 10.3897950484884 10.4181358605258 9.7465413020734 9.11559003543037 9.80714183674944 9.38126388381777 10.3990675500866 11.5040058027956 9.24242026543959 9.91990209380422 9.58479629321 8.01598781102724 12.623239025946 10.84762688723 9.58795455192857 7.57814547241947 10.7126606704033 12.8205093555944 10.1063875793733 4.57471097850338 10.3226254275649 10.1928681816235 11.432896923863 9.82097513096166 9.089979015305 9.22187360778986 9.51332968849511 13.4501162823248 9.3487971151232 10.1516748742898 9.00183909739884
1994 11.6776175314944 9.53813218535584 11.2382517491117 10.4834940301193 12.3774933365224 9.67583384574403 8.5099671463245 7.9483852851119 10.7073483950652 7.27100853828099 11.3103563018916 7.12608727329912 8.34212526333359 9.31009520511317 4.62497281328427 10.6311327735036 10.4972839008397 9.93933720542983 9.17740387172992 9.74841144463237 9.37135316782389 9.89181974766845 11.3394050641293 9.51288642607651 9.87055105228986 9.62079302159539 7.69439280262942 12.5661742118868 11.2144655193466 9.86011021256656 7.58984151218266 10.1635800076285 12.6825210872849 10.2529817767056 4.56434819146784 10.3516608751327 10.8763098351459 11.7286817978504 9.66700543678274 8.95441533113759 9.27939990790768 9.37780206586311 13.4246537274932 9.37737907190562 10.0426841177244 9.13302726887351
1995 11.4925186551926 9.55739922919595 11.3559207161601 10.409732701928 13.1129552595271 9.99775173092621 8.23004431012611 7.77485576666552 10.6753765950366 6.91671502035361 11.6379886029239 7.15305163493748 8.48011418317482 9.2440652413778 4.75359019110636 10.471723225146 10.4512042548859 9.6071010394542 9.10030226676725 9.70929582317169 9.33467964623179 9.89262880920125 11.6155813263459 9.59601085275617 9.9045370016717 9.55577234996887 7.90912218321141 12.4988989636322 10.9495952872221 10.1401789163956 7.78113850984502 10.2635019144069 12.948873902694 9.94917767845324 4.55387689160054 10.4815044258424 11.0344702212347 11.5058001400276 9.77366356469993 9.2093398716426 9.21333588095598 9.23610557986221 13.6538641888514 9.41727323724241 10.1075298305479 9.01602720232985
1996 11.6490896387828 9.47952746179172 11.4645332216198 10.2723232538215 13.0448968485308 9.84283480532418 8.77524045873833 7.70930833338587 10.786841784164 6.98100574072173 11.8302804108271 6.99576615630485 8.44160720445964 9.17688699571696 4.72738781871234 10.4956811592565 10.6686530233847 10.1428980763142 9.41654120256008 9.82238595109909 9.41531995266272 9.51664790855113 11.868079252537 9.71498694466546 10.0159676636201 9.89570736521717 7.69028602067677 12.6093887795801 11.027540141686 10.391453882156 8.32093496888341 10.0128351093714 13.0483572462185 10.3464089976882 4.67282883446191 10.3559952669776 11.3204202300998 11.68325034858 9.20281210555539 9.29155162740101 9.45195232757344 9.6004210780406 13.8340133211952 9.5979808951718 10.2355572550675 9.45226642258976
1997 11.6755543884184 9.3258096217823 11.7204273202945 10.4886596914308 12.9463180836019 9.94034971726869 8.42551640284433 7.80954132465341 10.6852864306906 7.07157336421153 11.9176035968271 6.89972310728487 8.65451738227946 9.01444713515213 4.95582705760126 10.4493520809466 10.5255682846622 9.69412362463029 9.26264815159953 9.76932739084919 9.26549121644103 9.69720111828834 11.8271593961524 9.74566346734256 10.1819144274736 9.71480581258949 7.87966991460429 12.6530059393321 10.9587921209371 10.4312587850283 8.55294636112206 10.3034039617139 13.0752403228351 10.0419442956831 4.34380542185368 10.3159944754333 11.430000273596 11.6327597287524 9.81405506520458 9.52719282172774 9.29670153762423 9.25148231530736 13.8774463198608 9.36134324551271 10.1410072697948 9.55400099583723
1998 11.5873833758882 9.33723730516453 11.6250301872543 10.3666239059267 13.1327947806424 9.60965326059915 8.42748727833174 7.61283103040736 10.8851164857184 7.12044437239249 11.7898296642501 7.24708058458576 8.49310539588715 9.13873695311649 4.76217393479776 10.36640362428 10.5424952869954 9.78357725586357 9.25913053614561 9.5642314445383 9.1833801903934 10.0828046003098 11.6384120850116 9.75033637304195 10.382419951415 9.69781548213392 7.78779687818117 12.6079747469955 10.9769871403892 10.0610039904111 8.32941678393932 10.4851164080975 12.9162784960981 10.0975317960251 4.47733681447821 10.5022416326459 10.9803653490582 11.609952352207 9.58390193107134 9.5034576469179 9.40722208010147 9.47929823542968 13.6095559270707 9.31262616551693 9.78796446128059 9.52427481557203
1999 11.2816237259546 9.03013657115323 11.5108633402518 10.2238304072275 12.9398169953391 9.67896805504199 8.36985260351753 7.26752542782817 10.2447340883176 7.06902342657826 11.835313265661 7.28138566357028 8.33375100695358 9.17678358844734 4.83628190695148 10.1713749976597 10.5560210502108 9.58630800929532 9.20693457884135 9.60998859476278 9.39731774030633 9.84950643866961 11.8589519143963 9.77446028679989 10.2721503541202 9.5772032423024 7.81681996576455 12.4416071114052 10.5367254803422 10.1917069805865 8.372398606513 10.3881334585187 13.053452645401 9.89877647280601 4.12713438504509 9.7558572355321 11.1314014676335 11.2870657281618 9.3461815948876 9.45993109330524 9.41140190014419 8.8495139654864 13.8072898604326 9.16041456320646 9.91808055483903 9.38990814057352
2000 10.9911400009679 9.23210186375769 11.3530031613197 10.0933224798066 12.8765728073453 9.60481193860948 8.58839695042257 6.78558764500793 10.1388363162887 6.96129604591017 11.625101700748 7.29097477814298 8.69968140098951 9.12934721276665 5.04985600724954 10.0737786999461 10.5086228557729 9.77984991207795 9.29339392711147 9.58630800929532 9.15915233520675 8.71931737550637 11.4944253889856 9.63619616973208 10.1179132132306 9.58596463807333 7.72134861261795 12.445494975614 10.3737723922385 9.98285310791687 8.69081030758005 10.0530706740756 12.8708666467931 10.058908853354 3.91202300542815 9.65777881156177 10.9734259806196 11.0859506733742 9.04263152755007 8.93734984826739 9.42995771351383 8.89054824560617 13.6155487223127 9.37075709338209 9.91615695563679 9.2412574746109
2001 11.3661177593982 9.54000376666806 11.2743382721622 10.1785022312602 12.4834126729188 9.64504060535268 7.99260665240021 7.3304052118444 10.1972386710143 6.94793706861497 11.2203916417874 7.30518821539304 8.6821990260005 9.07486423241373 5.57594910314632 10.5926016109819 10.2158134559007 9.41156545918937 8.88999735728484 9.68899398203582 9.05870319731322 9.34215779659637 11.1322066265495 9.36013873706458 10.16485131667 9.23366619727968 7.8046592970561 12.3822377904502 10.1969404417483 9.52981176691737 8.57130251706327 10.0952642681008 12.5980606777912 9.74384682996523 3.46573590279973 9.44643963445061 10.4761887800202 11.181333301399 9.42569365781533 8.56655462095396 9.12008738299862 9.25722395787503 13.2455805104617 9.19380440333608 9.96397098791564 9.11426990322545
2002 11.4050618190943 9.59171768455526 11.2326426172804 10.4617595808881 12.6660069993491 9.41727323724241 8.1341742721379 7.53529670244409 10.2265488343895 6.87419849545329 11.3987484199078 7.1785454837637 8.33902300574476 9.17243079890296 4.86753445045558 10.6199605583996 10.2455512705059 9.73489137036065 9.0940312495758 9.7398503509463 9.01566279297264 9.53271368421789 11.4858008975736 9.32053916427426 10.0462016547353 9.35936364336862 7.89803969076462 12.4482812973326 10.4779919529653 9.69288997039044 8.51077262361331 9.91452639965134 12.7659312611234 10.0207371125864 3.61091791264422 9.5566214867309 10.6985141969172 11.3036355079446 9.3439092638976 8.44612674298238 9.33626792857397 9.08613676851688 13.5863351012308 9.29118275982028 10.1497615212392 8.68895923427068
2003 11.7615964023057 9.68178046900788 11.1793251005734 10.199063387107 12.8165254809312 9.45563672793152 8.65084957622891 7.88608140177575 10.6435183189949 6.82001636467413 11.3455122249094 7.24565506759454 8.36474106822456 8.98532006064911 4.83628190695148 10.5959845217545 10.3773275634501 10.1961944792357 9.29523283899415 9.549024446394 9.0177260256968 8.79573360595074 11.3862845640028 9.20271134481169 9.78622313237548 9.50888819773827 7.454719949364 12.4119479552779 11.1969810828005 9.76738141953914 8.55101473989175 9.80967125633184 12.7268287979731 10.430609664269 4.11087386417331 10.5216956464316 10.6758617235474 11.7079740221529 9.11349902052663 8.3584318990313 9.36606124697296 9.80023592272565 13.4960446898078 9.52733849876202 9.83429823318313 8.70118002752925
2004 11.5752615625526 9.61607211120178 11.1540051449174 10.5048757403564 12.7424373527972 9.38982457394998 8.44117570499232 7.88495294575981 10.5182136265831 6.84694313958538 11.3474846237843 7.33823815006559 8.39931015075952 9.15641202995063 4.83628190695148 10.5417296609267 10.4445610614598 10.1312205561841 9.21024036697585 9.64342064711732 8.9085593751449 9.60393530751386 11.3930377159578 9.12096256082497 9.69134575932969 9.48637993264389 7.23849684089437 12.3895601889641 10.9048360877503 9.64749792681684 8.89699855274382 10.3027333608304 12.7108912633078 10.3610389738426 4.00733318523247 10.1067548738455 10.4921904642226 11.5545279548247 9.47477940569756 8.41316512099219 9.38362118411799 9.67130325656977 13.4826944296264 9.48827509297308 9.89535456930594 8.68963274835574
2005 11.5271833367169 9.59137616616117 11.0681060347835 10.3359839996953 12.8898737876155 9.55761123583962 8.47261414801827 7.88645727097769 10.6045284952152 6.86901445066571 11.355253593016 7.16239749735572 8.38526052015541 9.16889318206201 4.72738781871234 10.2958336481511 10.6190075839478 9.74302533009507 9.25129035830514 9.58987209805784 8.9550609506319 9.35807048400052 11.4706857993624 9.07268620667739 9.74226190403691 9.79740455372797 7.40853056689463 12.4599354905038 10.8959983103217 9.50427783859047 8.54811029405096 10.1773622402567 12.64256150174 10.0132384164952 4.20469261939097 10.2880354123889 10.3334176050438 11.4412790760177 9.49732219931357 8.96750418731624 9.40153907670774 9.60521627853008 13.4879421642246 9.58010921542607 9.76422548520262 8.99751836973384
2006 11.1834487028614 9.40401391710636 11.1180886756512 9.64082324305964 13.0743950754136 9.78509808303591 8.59322787769223 7.60986220091355 10.1456491096861 7.0825485693553 11.6218964550143 7.44949800538285 8.48776438072542 9.10719961305667 4.56434819146784 10.1545186073372 10.6557287724038 9.94616382681656 9.61607211120178 9.62112464156195 8.64312074801403 7.58882987830781 11.5177239338818 9.0894149040473 9.92378025580389 9.62674542012268 7.58375630070711 12.5107298221879 10.5474182280563 9.62158872484008 8.74321260347591 8.72988228482659 12.835845959812 10.2474672517903 4.07753744390572 9.7938400832316 10.4250453796311 11.2497278533654 8.78966009806154 8.91018077801329 9.62006307033699 9.50315922853312 13.6090200714341 9.65483386705183 9.72016549540859 9.03181161342092
2007 10.6184206864179 9.45422728442829 11.085383445341 10.3732411505267 12.5065734557722 9.7465413020734 8.18590748148232 7.33106030521863 10.0034233811487 6.81673588059497 11.3982999391289 7.32580750259577 8.3999849905107 9.16030943837062 4.64439089914137 9.71063069382679 10.5172667977125 9.70082042107674 8.97233695775495 9.43771495981821 8.77369414638444 9.38462975707287 11.4355799499335 8.14148104145742 9.89343721668263 9.43396380812724 7.88193748927207 12.427598889708 10.2919760364372 9.46521512145185 8.30819906320645 10.3190019964973 12.7128239806428 10.0033328875058 3.76120011569356 9.64075822143992 10.2693105253718 10.7959567922843 9.69609431131315 8.58016799057763 8.76264602965028 9.42043920976958 13.5659562939706 9.42529044826187 9.61480497975076 8.88322423027899
2008 11.009836502576 9.35418094195186 11.1815701147285 10.7347213598699 12.3789960106807 9.90827606926793 8.60904284504612 7.61628356158038 9.95859107876215 6.72262979485545 11.4323442790099 7.21890970761906 8.36730010184162 8.99603266932437 4.64439089914137 9.84665261578359 10.6901933798616 9.87575657879782 9.34040325627435 9.50636256870296 8.8768237631806 9.91190205113715 11.4981772426213 8.13563990335439 9.75562539179374 9.68620181070608 8.03171037532204 12.4811632774671 10.3054130703458 9.42100640177928 8.24485939591126 10.5335884313784 12.7162430546899 10.131260372234 3.89182029811063 9.31172298626479 10.2919421318109 10.926585752727 9.23434982443653 8.79224584746788 9.59635079225021 9.20653313363323 13.5476742491332 9.41719192651341 9.67564548044036 9.01566279297264
2009 11.7146002016688 9.46653177733659 11.0466110222996 10.6193986576946 12.5142446090583 9.82037764581312 8.51177855871474 7.61677580869837 10.3676931556669 7.00215595440362 11.5311385943896 7.19368581839511 8.49984355308112 9.15683410445304 4.8283137373023 10.3852962272316 10.623909375231 9.82195206455361 9.36930800307183 9.50226343868522 8.97423821949758 9.78306979905699 11.4379648217035 8.35066624052092 10.0864339140989 9.70515855759636 7.8804263442924 12.5044090089179 10.8291541928888 9.57484458702925 8.54694614956558 10.4537165650769 12.6835700015377 10.1729420067136 3.8286413964891 10.0327598882403 10.6750068152824 11.5096099748019 9.21433239324572 9.00601857490256 9.58204184993154 9.57713394943608 13.4755845639835 9.68433602249146 9.51819265121735 9.15207546384421
2010 11.3494531399589 9.54552606707193 11.0760625647146 10.4828219306233 12.6951188093532 9.641992909838 8.24564690087386 7.45645455517621 10.3861297278278 6.53233429222235 11.3998575456608 7.05358572719368 8.39525152061099 9.13237883050647 4.85981240436167 10.1335272705382 10.5233648711683 9.69689379476645 9.18194089745448 9.40919123072135 9.01176747459618 9.61700476065983 11.4279012032677 9.45860571206417 9.95451331113917 9.5760246100725 7.65775527113487 12.4232061727762 10.7451624910295 9.89963012220882 8.33950090300594 10.2184077754338 12.6047480892789 10.0324522838171 3.58351893845611 10.0512607968256 10.8417354517623 11.2821528864915 9.4181672191785 8.82246957226897 9.4834162920386 9.5912395261391 13.4093767263104 9.49852231946961 9.93319197524246 9.20923976653215
2011 11.3657355030386 9.4777687154007 11.397907353386 10.2659755677892 12.9323837724686 9.91516905730997 8.61486421858968 7.47816969415979 10.1766395732036 6.80793494369993 11.7771418593396 7.21890970761906 8.28702502516506 9.10397935598477 4.96284463025991 10.2698652719362 10.5625607527623 10.1164999566509 9.32018083765571 9.48706260419162 8.88875674784872 9.35140581225479 11.7149025794226 9.66224367419013 9.96571089571626 9.6545132411874 7.54538974961182 12.5136271957797 10.5408048481354 10.1293474113446 8.22362717580548 9.59158109119348 12.9266671774864 10.3500306224021 4.27666611901606 9.62245002280302 11.0698363682654 11.4407525424766 8.60721669406383 9.3886539073726 9.53553496868773 9.37245922145262 13.7013346338518 9.55520585795542 9.94554078876713 9.38345298968483
2012 11.1669643510098 9.61500515991358 11.0653562908393 9.94850871818365 12.4505235737897 9.56430163721723 7.99631723179675 7.26682734752059 9.96556993483267 6.99393297522319 11.5531937061974 6.96413561241824 8.32482129876878 8.89439598980643 4.59511985013459 10.0201588593398 10.4778230435566 9.66548413831489 9.06912237006065 9.35539264367532 8.58279364850019 8.82423661734664 11.5840640328034 9.3894902376045 10.0528984458728 9.41491253770496 7.65917136766606 12.3656073767342 10.4765835020282 10.0678572682719 8.279189777195 9.29660980712836 12.8347533023607 9.96805732318543 3.71357206670431 9.51155545871055 10.9493142057593 11.2764686845939 8.62371303479391 8.87010104878573 9.26435496028242 9.20361782621536 13.6545703815797 9.51944141180126 9.58093794475527 9.04805670891874
2013 11.7205167035904 9.52485909838152 10.9407916524758 10.1397052633376 12.3311313712682 9.35634366609603 8.25192471380136 7.79358680337158 10.4753424221296 6.61606518513282 11.3002890201739 7.04577657687951 8.21392359562274 8.87444796721998 4.93447393313069 10.3497426546525 10.4332330611546 9.70972074805743 9.15482766204592 9.51332968849511 8.49228555571005 9.29127498947218 11.4290981045248 9.28014624622014 10.14987877057 9.51907429112457 6.77536609093639 12.3811597634287 11.0949524582189 9.77984991207795 8.56407677731509 9.94179438669071 12.6628168812589 10.0894690701616 3.73766961828337 10.314006534947 10.5651698654655 11.6845314815463 8.42945427710823 8.48011418317482 9.41483103479118 9.38940663604946 13.5220491506158 9.71655538318449 9.84585843969949 8.82202732268558
2014 11.4078982271025 9.59103453109243 10.9713828685422 10.1307824749728 11.965356852759 9.73097770312617 8.32530602975258 7.60589000105312 10.2799357115738 6.79682371827486 11.3575690585467 7.13727843726039 8.16905314992734 9.03073512267646 5.03695260241363 10.305446521315 10.4474674488343 9.6397823894658 9.05707263557296 9.63010278478517 8.55948610360649 8.79966169681513 11.6009454997602 9.30655922971673 10.0309568577819 9.48318795546951 6.84161547647759 12.4215307392284 10.7195158624719 10.0888461594876 8.42200300441249 9.51672152186045 12.7229032035354 10.1313001866986 3.63758615972639 10.1036490274584 10.8645221782197 11.3462213190714 8.20794694104862 8.70251025718999 9.32161337438561 9.11426990322545 13.5353931346048 9.37678657961185 10.0650535281175 9.01930092456251
