"year" "AL" "AK" "AZ" "AR" "CA" "CO" "CT" "DE" "FL" "GA" "HI" "ID" "IL" "IN" "IA" "KS" "KY" "LA" "ME" "MD" "MA" "MI" "MN" "MS" "MO" "MT" "NE" "NV" "NH" "NJ" "NM" "NY" "NC" "ND" "OH" "OK" "OR" "PA" "RI" "SC" "SD" "TN" "TX" "UT" "VT" "VA" "WA" "WV" "WI" "WY" "DC"
1993 13.1231090992846 12.2716075451178 12.8486236570753 12.560728552585 14.9671664915955 12.8133568803099 12.8970549845106 11.9007492085703 14.2971524491413 13.6812703427558 12.3862043062511 11.7654957709731 13.929513123306 13.6032067933053 12.7566044415182 12.7780178274349 13.1801812404265 14.3845022543782 12.3864548229431 13.1587782347464 13.5182171105406 13.7225714649107 13.2349292718603 12.9566275144142 13.3444743958399 11.9178637676741 12.2176404794009 12.162042385024 11.9016241319008 13.9026630083359 12.361866260714 14.2613719699993 13.5434222680346 11.6592138895392 13.9281836712881 13.0354494502118 12.8049943078277 14.0907925664154 11.5093390414348 12.8942600466937 11.5918752679486 13.2635538641413 15.4185220652193 12.2361652858373 11.3085668664344 13.5188953704532 13.5499226029856 12.1978640469803 13.1288125367985 11.7015852261753 10.5183488146975
1994 13.1773571166926 12.2986427110114 12.8720592956942 12.6047715813009 15.0136556139042 12.8337982485063 12.856228814285 11.8605495733885 14.3289298153528 13.6899507363437 12.4615052491415 11.7933336467054 13.9381245722959 13.6377943801143 12.7986367690704 12.7609630004583 13.1809114918296 14.4437495490677 12.443911687243 13.1647617288209 13.4858474862723 13.724484587814 13.2692546283663 12.9050801209695 13.3950526169316 11.911292105129 12.2497210420106 12.2091479120471 11.9320107295335 13.9734506204322 12.3147656024326 14.2185346893112 13.557080444566 11.6711421530852 13.9444744102399 13.0567106357536 12.81425000008 14.1154766223015 11.5574876562262 12.8877012411691 11.6187168877742 13.299560158271 15.4623968446558 12.2588026573448 11.2983575376563 13.5363732084996 13.5969402832608 12.2425781373425 13.155314477544 11.7019495098239 10.5511142177943
1995 13.1980254270681 12.3714430058324 12.9253869607943 12.6358693254516 15.0176221312739 12.8523195000512 12.8055847425284 11.747183026236 14.2852403997336 13.7388767832706 12.4392259318737 11.8564726152634 13.9465879419712 13.6143486307565 12.8191262837912 12.7797519343606 13.2035322199806 14.4182000662386 12.4052718042676 13.0889720403746 13.4226901673892 13.7469083244541 13.3062137649408 12.8881462396215 13.4210402845301 11.9591677665951 12.2661653612037 12.2467298264694 11.9244322851245 13.9546592688732 12.2418402883076 14.1843559407491 13.6135877455975 11.648059322961 13.9435105555913 12.9838757227796 12.7920827332532 14.0914628547897 11.5021071575343 12.904664974326 11.6266826298953 13.3374828215049 15.4579523993313 12.338485913286 11.2966582175954 13.530450378678 13.6154387942178 12.2411936200742 13.1663094469166 11.7734187494766 10.518592107258
1996 13.1992744172904 12.4000880618524 12.9770277307583 12.6420572593051 15.0364652503335 12.8916033945738 12.9065230922002 11.868387673843 14.2900059590814 13.7935430289586 12.3833942232357 11.9201689907558 13.9841489254499 13.6166985784633 12.8234289001022 12.8287678549205 13.1776429161523 14.4900501868406 12.4365492442112 13.1288661882252 13.4247438964862 13.7667760922437 13.3581087906591 12.9451033892321 13.4631989380099 12.023537065835 12.3631661339029 12.3209804405298 11.9564567738848 13.930978916822 12.2444227875386 14.22972329377 13.6608722592703 11.6884321867688 13.9936282910601 13.0442418231333 12.7991701827509 14.0804867928804 11.480660504383 12.9214190889635 11.6677302165602 13.3613913014361 15.5284302623595 12.3996679145475 11.3463158269806 13.5560569534134 13.6196428651516 12.1342382407086 13.2157589983372 11.7986005247187 10.4648446806013
1997 13.1728378366379 12.4557062175188 12.97737691094 12.6788567805844 15.0104204175935 12.8410529627594 12.9670163155307 11.7867849440279 14.3199723756014 13.7532382669862 12.3482707484897 11.8960427094145 13.988351481913 13.6234283203325 12.816169683949 12.8385511408029 13.2447862987899 14.475514519931 12.4552776282722 13.1430381732705 13.494799656352 13.7974881251812 13.3557487022467 12.9793102249341 13.456720521651 11.9869397906099 12.3567014164249 12.2758831826375 11.9793476886323 13.9435870999058 12.2967174137522 14.1981777573964 13.668058724017 11.6992971422755 14.0206587598713 13.0358224351974 12.7898652336051 14.0921789519091 11.536182901847 12.987210098805 11.637609081205 13.3658019837719 15.5933499238755 12.4115979021558 11.3691821072693 13.5963677430211 13.6239092774099 12.2025263649035 13.2209282549291 11.7860927050638 10.3924969230212
1998 13.1607818457684 12.4650002421832 13.0609176685882 12.6823347744465 15.0170409821065 12.919581120832 12.9429495889514 11.7925930066982 14.4249059523824 13.7778523035364 12.3615196276516 11.9366888013598 13.9858219472307 13.6198447615187 12.8838599650762 12.8452571826847 13.2736224519965 14.433807029071 12.4423811572152 13.2062467004638 13.5226108975428 13.8021243612785 13.3564199643396 13.0438222085236 13.5229901328722 11.981240168784 12.4126476941248 12.3108109676657 12.0333132254399 13.9253546075456 12.3515918958 14.2221356596863 13.6805015027053 11.6382268336647 14.0148580146957 13.052650961393 12.8662910769506 14.1162993607338 11.476883693623 13.0240799819717 11.6253877035921 13.4182130043887 15.6056637378 12.435277788223 11.3283293232683 13.6120360465925 13.624645408397 12.271649689716 13.2517306119446 11.7677692134229 10.4234711140869
1999 13.1941406355531 12.5280619373634 13.1151836648412 12.7688918684131 15.0489069126672 12.9427868495686 13.0015620412584 11.8220485277506 14.4249896755176 13.8303242908073 12.3457911086993 12.0150574079675 14.0746704631827 13.6582027329281 12.9227385792453 12.9559403662996 13.3184316799035 14.4990896096226 12.4925439853409 13.2520995773873 13.4822688974083 13.8544110275374 13.4015787079404 13.0666159676298 13.5567812789251 12.0631429410905 12.4231498336144 12.3348395811335 12.066143689209 13.9658511314031 12.3933071141848 14.2377023255965 13.6736462571816 11.7283351871754 14.0704372320005 13.1084469921445 12.886803056075 14.1123921844573 11.4878127641552 13.034899534431 11.6578220286734 13.4441758253496 15.5901374321853 12.4591050417032 11.3367728411218 13.6306100786063 13.655092948558 12.227520976736 13.3224086045747 11.9041969856654 10.4180461998912
2000 13.2368217814816 12.5263501670769 13.1320978433762 12.7893826384052 15.0914622910672 13.0048695499232 12.9705632661583 11.7826013954793 14.462886014278 13.8306484004814 12.3686803210899 12.0291385502686 14.0675983537861 13.6659566301986 12.9116102468081 12.878200458866 13.298304623234 14.5945555790956 12.4667701370877 13.2141400489878 13.5149796246436 13.817060356406 13.4269881089864 13.0313220729722 13.4271060860341 12.0176142970902 12.3230420169182 12.3714048640169 12.0390376515939 13.9918693728939 12.362636126496 14.2904818280255 13.7230509115266 11.6960966607188 14.0570321929823 13.1471028181665 12.8491179269724 14.1594285772474 11.4855851001757 13.0672945435765 11.6793293382918 13.4560388495805 15.5770977201285 12.5029832537502 11.3873055510456 13.6806628708327 13.6400517982155 12.239724999492 13.3112483477983 11.8906698804778 10.4485696649802
2001 13.1939116477434 12.5772292226061 13.1554983019632 12.777391117725 15.0960732234365 13.0413723869194 12.9467973505472 11.8395132971365 14.4805550306625 13.828224393551 12.3881775121818 11.955011756534 14.0472569980858 13.6075117439765 12.8769307601658 12.8449616143601 13.3532544391036 14.4960764246686 12.3374385702205 13.2486329668441 13.5155737014455 13.8027434035861 13.419650671661 13.0824180818046 13.4950848838435 11.9620820467028 12.2932177635761 12.43091475348 12.0253657844132 13.9947348230987 12.3856821948207 14.3028615970426 13.7177290268855 11.8367682851913 14.060126713935 13.2750690136589 12.7784692666873 14.1764008050162 11.5120050415105 13.0855334041536 11.6286886843927 13.475014034753 15.577827999799 12.4762409941465 11.400215788038 13.7021525922286 13.5563965058296 12.2953281692046 13.3239187723136 11.9630898412491 10.4182553955347
2002 13.2430169557746 12.5346963053507 13.1769632988699 12.7850820135279 15.1289207362563 12.9977747360593 12.8559103653895 11.8069598188935 14.4546270165878 13.8237772941491 12.4591360989301 11.9842220080426 14.0178977793525 13.6694449391023 12.9161875565077 12.8093279407806 13.4399818507012 14.5081090880431 12.3472900499455 13.2149553206944 13.4762698927786 13.8195264833306 13.4202818783933 12.9691399342269 13.5010299236334 11.9945611784457 12.3267847206924 12.3794669729241 12.082683927353 13.9817391481545 12.4051488887104 14.2616568506794 13.6917484331259 11.7324063167825 14.0702698237511 13.2181189125687 12.8203470587694 14.1560744124887 11.4952705297315 13.0803948925818 11.6949469767552 13.5125781209277 15.6034545909974 12.464216478029 11.3457250059585 13.6664338172424 13.5184876622052 12.3460041387482 13.3262849648047 11.920302078321 10.4169696447633
2003 13.2418516250267 12.5626240818422 13.1967191759894 12.7873520731016 15.0889138979882 13.049801286683 12.9862480779374 11.8253245399588 14.4746184187383 13.8492779673099 12.5042717199299 11.8524288174006 14.0567273989948 13.7076435703952 12.8614478629915 12.9584646729253 13.3852505820379 14.4906001777134 12.490616047505 13.2554439184105 13.50256264199 13.7975848481559 13.4522554406637 13.0839613690208 13.5244454361153 11.9660753646438 12.3570884166619 12.4009484008955 12.2077412526307 13.9527754723147 12.4257301275596 14.3824480481304 13.7192595357065 11.7182390021071 14.094414969217 13.210365097176 12.7952250440601 14.1862268590255 11.5433673723053 13.1148492166775 11.6490023650399 13.5364234428162 15.6121091331434 12.5307325331035 11.3751565352253 13.7555237951725 13.4997252634 12.2695684357127 13.2872674601612 11.978406382155 10.3021965561473
2004 13.3259782798868 12.7206880788872 13.2353241378924 12.7976853152658 15.1360317694397 13.1190278206148 13.0486285663866 11.756130433621 14.5556381708783 13.8928789235399 12.5529300547979 11.9612840206576 14.0939124524603 13.6842178005822 12.9622580035248 12.9337975657658 13.472093058746 14.5460344448492 12.470112428609 13.2889399634678 13.5109332277187 13.8096292972051 13.4746794351868 13.083113063813 13.5320011013636 12.0801465449313 12.3753511773522 12.483602104171 12.2335856672687 13.9690253213538 12.4551762985139 14.4301257641183 13.7532318814533 11.8059383036068 14.0929945563771 13.1761695119629 12.8240004673443 14.2101701629971 11.5043790481684 13.2535828495992 11.6539127432711 13.5488225596167 15.6428285941485 12.534422700643 11.4654878856454 13.8189635893834 13.5302149689276 12.3545702338457 13.3300618654348 11.9390359823889 10.3271854289054
2005 13.3170531317337 12.7162910849971 13.284521341762 12.7902723293451 15.1565666768647 13.1101389627816 13.0121645091063 11.8234569890197 14.5747380392586 13.9321498286597 12.5950831155664 11.9892403860485 14.1775314866283 13.6798362996135 12.9796240068859 12.7503485191505 13.470733128508 14.4994560323816 12.4853923506471 13.3201251186862 13.519637699086 13.8134454270486 13.4860185030929 13.0310328681957 13.5316624597647 12.1222452850848 12.3484268771921 12.5406573876682 12.1639059973683 14.0275211674165 12.4523231627173 14.41235386517 13.7645414215582 11.8390009854089 14.0783270278638 13.2404681390791 12.8446844396921 14.2241632470007 11.4956368748327 13.2160595280914 11.7010219812069 13.5863061768712 15.6136517870422 12.5773775478249 11.4161612285378 13.8205408846297 13.5624785125661 12.3537941308782 13.3237389153158 11.9570983341814 10.2713200191707
2006 13.3243323206871 12.7434837234774 13.3008693306996 12.7913199779437 15.1681824663878 13.1438449865781 12.9043391997069 11.7400690056497 14.5219430960479 13.9048502223879 12.6011742374359 12.0233990267697 14.1325101414133 13.6815379251505 12.9959222181353 12.7783846373497 13.473784745448 14.5739631530239 12.3714048640169 13.2229270063753 13.4082217879952 13.7604269314403 13.4558554634992 13.0607177345232 13.5241617713249 12.1831314982286 12.3486176680642 12.5945679102185 12.0485236981268 13.99931351694 12.50416410187 14.2721825900635 13.7347591825784 11.8385317373883 14.0866843657436 13.2860744959622 12.8633413215302 14.1817939921571 11.443757578169 13.2250174339034 11.6832587824521 13.5911850584244 15.6362654021301 12.6523853478309 11.3969757477581 13.7890536399019 13.5974540456986 12.3760812075775 13.3104946914944 12.0290490298295 10.0484100692557
2007 13.3091731802695 12.6860080411003 13.285702570394 12.7956771016926 15.1720761148931 13.1620359115481 12.8735558043346 11.7232431149386 14.4835855414008 13.8733057690058 12.6295119129196 12.0113646930852 14.1242290550947 13.6558264301461 12.9659457967645 12.9232536851647 13.4641201974139 14.5760747690257 12.3651810156767 13.2169332832735 13.4151150775502 13.7584998979141 13.4598179884806 13.0432205980072 13.5223253711166 12.2477518725217 12.3560001345131 12.579603231608 12.0369259182716 14.058940541091 12.5422734167366 14.2800084333251 13.7399569259631 11.866549760409 14.087083065363 13.2555507108473 12.8500479640833 14.1657109873954 11.4161612285378 13.1944998359731 11.7001931030459 13.5807953120969 15.6123081478554 12.6213230543731 11.3763035874273 13.794274664032 13.6310250615409 12.373496277287 13.3077884466509 12.0469127739575 10.0109508557857
2008 13.2558447687788 12.5384615567138 13.2415267932308 12.7883776468631 15.1089909212238 13.1120503807959 12.7677805292206 11.6594384805254 14.3857299286839 13.7910313725967 12.398715751396 11.9520832140449 14.093143052138 13.5951743124771 12.9824459229378 12.7924499844655 13.4045016111405 14.6102928735607 12.2375373972857 13.1690618316636 13.3706989287893 13.6761576819101 13.4103129140844 12.9623026006426 13.4541474991105 12.1805804633692 12.3232288180823 12.4921158758134 12.0140946147029 14.0353968100346 12.4098784214878 14.2327131778439 13.7217579644923 11.8491619595207 14.0548848748689 13.2253422592225 12.8124002488876 14.1618461343849 11.4413435304646 13.1588920086161 11.6640401121395 13.511937557535 15.4946819742161 12.5548474655046 11.2821780776293 13.705233531606 13.5748583711416 12.3297979906422 13.269788059767 12.0517202786988 9.85172046171425
2009 13.1774195831524 12.4894793415711 13.1604738590941 12.7448149472904 15.0677639680854 13.0724249542378 12.77078968564 11.3981990032287 14.3104640837732 13.844957703487 12.4007508765335 11.9041361261258 14.0316552744725 13.5608724695822 12.9671611448893 12.784672798906 13.3998420719892 14.5463065438005 12.2474736723788 13.1768364110585 13.2915692990509 13.6431551734822 13.333288587874 12.9189636281267 13.4088692584141 12.1312736654547 12.3103831100772 12.410449193105 11.976439331185 13.8784553097259 12.3531641824183 14.1738644916106 13.6331790011203 11.7837156697518 13.9711681019013 13.1593122811825 12.7982607211088 14.0687339408092 11.4685032474175 13.1870962546535 11.6875004275654 13.4363372708357 15.4621313393261 12.5048726837158 11.376406757618 13.645073302281 13.5352171221855 12.1958303720659 13.2006513156008 12.0173607137142 10.0472848202839
2010 13.2100610188606 12.5678192070474 13.1578000168962 12.7775746544787 15.0648949684116 13.1080413043968 12.7444735522653 11.3960882319015 14.365267622279 13.8647158740415 12.4070646530025 11.9872509913494 14.0263928462773 13.5505797026185 12.9676772209017 12.8110468656326 13.3732792818407 14.6274531504437 12.2007987630275 13.1280591257891 13.3065498608078 13.6306930889713 13.3404381039041 12.9490546824738 13.4008371836049 12.0634832095598 12.4202642474426 12.3745530202502 11.9319712698678 13.8799031309519 12.3538113841564 14.1436459970014 13.6462548697314 11.9295480957743 13.9777926594205 13.2014277605206 12.7744612679473 14.0696658360963 11.434585473519 13.1472374369468 11.6795240612989 13.468016200328 15.5327838809757 12.4968187689796 11.3405700804881 13.6372053249334 13.5196229116852 12.2143334310933 13.2153617962381 12.0317252107486 10.1413226525933
2011 13.2094140869538 12.5518125189187 13.1632845670046 12.7654312575416 15.0458315792208 13.0647787551034 12.6996096791586 11.5671295189837 14.3035855372985 13.8265078652987 12.4391546464389 11.983710039199 14.0078104980232 13.5510018959189 12.9695081913958 12.7590004040871 13.3433477994757 14.6172345264289 12.1884482441764 13.0869061335081 13.2878523918299 13.6044647825669 13.3267692701418 12.9313771908892 13.3711933887423 12.1036633263604 12.3765155968772 12.2933231605907 11.9273040629673 13.9128314422196 12.3863086958331 14.0717545935186 13.5937435587673 12.1500048132605 13.9599329280041 13.1880368792076 12.7482486695506 14.0290723504943 11.3628929604733 13.1133165782434 11.6656980528076 13.4626013717939 15.5357817232736 12.5723463733882 11.3210261878952 13.5802552039989 13.5029481886439 12.1930583254525 13.1883776840346 12.0463322053945 10.0628389707626
2012 13.1940605888654 12.5020985611046 13.1378212859464 12.7143379945882 15.0115217526195 13.0604326530071 12.6467858427699 11.5416878336379 14.2600662425532 13.7360776643164 12.400512149196 11.9654713405535 13.9762781547738 13.5131303282143 12.9407359796262 12.7544252411869 13.3221449504415 14.5480765089859 12.090947948359 13.0613960718785 13.2183496922142 13.5891568596372 13.3353725489294 12.9498178788532 13.3343569986338 12.0814217047116 12.3858325908639 12.307138954265 11.8605778275631 13.7995386839546 12.3884233685655 14.0804737499843 13.5740515479702 12.2270412594663 13.9431770355481 13.2001833088478 12.7244854139836 13.9908133742585 11.3217649595091 13.090249192953 11.710595298711 13.4252049616139 15.5537922432808 12.5500239866495 11.2685199720785 13.6144965813657 13.5311164077008 12.1679657118941 13.1618917355377 12.0725869661465 9.92103273175188
2013 13.1623837707282 12.4478573655949 13.1501283386651 12.7224557975876 15.0267009527062 13.0653971803837 12.6858657015956 11.499830093658 14.2784379596622 13.7165583540343 12.3899180406925 11.992662817453 14.0102143047254 13.5665400947354 12.9795617197723 12.783924007244 13.3127159325615 14.5467807340213 12.1629511341464 13.0831525842018 13.2656356730129 13.6604683141453 13.3243372233969 12.9733342267946 13.342677329175 12.0879645570498 12.3876397511307 12.3453823117308 11.9075116111809 13.815375548851 12.3858493001392 14.0698899511047 13.6283565436331 12.3384552535543 13.9590791588561 13.1837256094724 12.7217843131192 14.0062738825596 11.3653067387423 13.1280213408985 11.6721063293225 13.4385089923254 15.6024608147797 12.582465899485 11.3131077389595 13.6155316231805 13.498980350687 12.1773078779596 13.1832910121312 12.0172157800513 9.89661398359295
2014 13.1609415764973 12.369771878196 13.1519260631335 12.7308780945836 15.0308917385892 13.0878319722402 12.6830518885123 11.5156916355902 14.2922588904754 13.6790984486282 12.3742107578077 12.0065967915161 14.0146417052938 13.5787763202357 12.9939093587874 12.8160175488963 13.3001312485582 14.5345394000132 12.1774982585929 13.0908500062369 13.2555629649876 13.6771205240921 13.3175386369444 12.9947413471967 13.3625103477667 12.0600695174103 12.3989837677672 12.3779692171738 11.9686209694566 13.8210531692762 12.4151497262993 14.1096939509584 13.6320143114925 12.3983569093383 13.9533245172953 13.2287987152338 12.7350348035475 14.0226092766197 11.4149156444128 13.1241557701084 11.6760896862225 13.4572500720036 15.6162563621976 12.5645404812774 11.314084206179 13.6146445100888 13.4812580559084 12.162721413517 13.2441720769693 12.074402377082 9.93991590914968
